,Core,Depth,Acc.Mass,Age,Age.Pb,Age.C
3502,Sg_479,103.041,86.94149837,NA,NA,3417
3503,Sg_479,104.1859,88.35099461,NA,NA,3474
3504,Sg_479,105.3308,89.67725544,NA,NA,3588
3505,Sg_479,106.4757,90.93582677,NA,NA,3644
3506,Sg_479,107.6206,92.29900914,NA,NA,3701
3507,Sg_479,108.7655,93.47790766,NA,NA,3758
3508,Sg_479,109.9104,94.60045223,NA,NA,3871
3509,Sg_479,111.0553,95.74987829,NA,NA,3924
3510,Sg_479,112.2002,97.00844961,NA,NA,3976
3511,Sg_479,113.3451,98.23269038,NA,NA,4028
3512,Sg_479,114.49,99.436851,NA,NA,4081
3513,Sg_479,115.6349,100.8350117,NA,NA,4190
3514,Sg_479,116.7798,101.8396664,NA,NA,4248
3515,Sg_479,117.9247,102.9554096,NA,NA,4305
3516,Sg_479,119.0696,104.2421579,NA,NA,4362
3517,Sg_479,120.2145,105.4061583,NA,NA,4419
3518,Sg_479,121.3594,106.6031937,NA,NA,4533
3519,Sg_479,122.5043,107.9851607,NA,NA,4589
3520,Sg_479,123.6492,109.2748239,NA,NA,4646
3521,Sg_479,124.7941,110.4712116,NA,NA,4703
3522,Sg_479,125.939,112.0688781,NA,NA,4822
3523,Sg_479,127.0839,113.1684277,NA,NA,4882
3524,Sg_479,128.2288,114.3625483,NA,NA,4941
3525,Sg_479,129.3737,115.7344752,NA,NA,5058
3526,Sg_479,130.5186,117.0756342,NA,NA,5115
3527,Sg_479,131.6635,118.5440754,NA,NA,5229
3528,Sg_479,132.8084,120.0108972,NA,NA,5286
3529,Sg_479,133.9533,121.4025804,NA,NA,5339
3530,Sg_479,135.0982,122.496948,NA,NA,5392
3531,Sg_479,136.2431,123.8772957,NA,NA,5499
3532,Sg_479,137.388,125.2343245,NA,NA,5552
3533,Sg_479,138.5329,126.6554802,NA,NA,5653
3534,Sg_479,139.6778,127.8285489,NA,NA,5703
3535,Sg_479,140.8227,129.3439517,NA,NA,5754
3536,Sg_479,141.9676,130.6993612,NA,NA,5855
3537,Sg_479,143.1125,132.1253749,NA,NA,5906
3538,Sg_479,144.2574,133.3752017,NA,NA,5957
3539,Sg_479,145.4023,134.7642939,NA,NA,6059
3540,Sg_479,146.5472,136.0649688,NA,NA,6109
3541,Sg_479,147.6921,137.459243,NA,NA,6159
3542,Sg_479,148.837,139.0054137,NA,NA,6259
3543,Sg_479,149.9819,140.4077848,NA,NA,6310
3544,Sg_479,151.1268,141.4917884,NA,NA,6359
3545,Sg_479,152.2717,142.338393,NA,NA,6409
3546,Sg_479,154.5615,144.6336825,NA,NA,6558
3547,Sg_479,156.8513,146.7637967,NA,NA,6659
3548,Sg_479,157.9962,147.710802,NA,NA,6760
3549,Sg_480,1.1048,0.814541144,NA,NA,18
3550,Sg_480,2.2096,1.648190808,NA,NA,36
3551,Sg_480,3.3144,2.326381328,NA,NA,45
3552,Sg_480,4.4192,3.064488392,NA,NA,54
3553,Sg_480,5.524,3.892308339,NA,NA,72
3554,Sg_480,6.6288,4.910565737,NA,NA,90
3555,Sg_480,7.7336,5.713123572,NA,NA,108
3556,Sg_480,8.8384,6.626769922,NA,NA,125
3557,Sg_480,9.9432,7.50511409,NA,NA,142
3558,Sg_480,11.048,8.456005859,NA,NA,150.5
3559,Sg_480,12.1528,9.265688905,NA,NA,159
3560,Sg_480,13.2576,10.01934188,NA,NA,177
3561,Sg_480,14.3624,11.0301502,NA,NA,195
3562,Sg_480,15.4672,11.91238085,NA,NA,212
3563,Sg_480,16.572,12.65243115,NA,NA,230
3564,Sg_480,17.6768,13.45175025,NA,NA,239
3565,Sg_480,18.7816,14.29835485,NA,NA,248
3566,Sg_480,19.8864,15.06625825,NA,NA,266
3567,Sg_480,20.9912,15.89019171,NA,NA,284
3568,Sg_480,22.096,16.71477293,NA,NA,301
3569,Sg_480,23.2008,17.51862626,NA,NA,319
3570,Sg_480,24.3056,18.33737775,NA,NA,328
3571,Sg_480,25.4104,19.15612925,NA,NA,337
3572,Sg_480,26.5152,19.96192582,NA,NA,354
3573,Sg_480,27.62,20.71169232,NA,NA,372
3574,Sg_480,28.7248,21.45692459,NA,NA,380.5
3575,Sg_480,29.8296,22.42141904,NA,NA,389
3576,Sg_480,30.9344,23.33636088,NA,NA,407
3577,Sg_480,32.0392,24.28692877,NA,NA,424
3578,Sg_480,33.144,25.30648167,NA,NA,441
3579,Sg_480,34.2488,26.20522985,NA,NA,459
3580,Sg_480,35.3536,27.05928352,NA,NA,476
3581,Sg_480,36.4584,28.0004591,NA,NA,494
3582,Sg_480,37.5632,28.86066636,NA,NA,511
3583,Sg_480,38.668,29.82775179,NA,NA,528
3584,Sg_480,39.7728,30.86090736,NA,NA,546
3585,Sg_480,40.8776,32.11364897,NA,NA,564
3586,Sg_480,41.9824,33.05741553,NA,NA,582
3587,Sg_480,43.0872,34.32019721,NA,NA,600
3588,Sg_480,44.192,35.3711658,NA,NA,618
3589,Sg_480,45.2968,36.13356336,NA,NA,640
3590,Sg_480,46.4016,36.99344675,NA,NA,661
3591,Sg_480,47.5064,37.82029508,NA,NA,683
3592,Sg_480,48.6112,38.8842186,NA,NA,704
3593,Sg_480,49.716,39.81438248,NA,NA,726
3594,Sg_480,50.8208,40.87085692,NA,NA,748
3595,Sg_480,51.9256,41.87810263,NA,NA,770
3596,Sg_480,53.0304,42.82510792,NA,NA,792
3597,Sg_480,54.1352,43.78830687,NA,NA,814
3598,Sg_480,55.24,44.69677125,NA,NA,836
3599,Sg_480,56.3448,45.70174985,NA,NA,858
3600,Sg_480,57.4496,46.61248134,NA,NA,880
3601,Sg_480,58.5544,47.74765697,NA,NA,902
3602,Sg_480,59.6592,48.69369064,NA,NA,924
3603,Sg_480,60.764,49.70806156,NA,NA,946
3604,Sg_480,61.8688,50.70623882,NA,NA,968
3605,Sg_480,62.9736,51.87963149,NA,NA,990
3606,Sg_480,64.0784,52.91958839,NA,NA,1012
3607,Sg_480,65.1832,53.92586248,NA,NA,1033
3608,Sg_480,66.288,54.98363241,NA,NA,1055
3609,Sg_480,67.3928,56.06666446,NA,NA,1076
3610,Sg_480,68.4976,57.04119897,NA,NA,1098
3611,Sg_480,69.6024,58.05135954,NA,NA,1119
3612,Sg_480,70.7072,58.99091574,NA,NA,1140
3613,Sg_480,71.812,60.06811807,NA,NA,1161
3614,Sg_480,72.9168,60.99471935,NA,NA,1182
3615,Sg_480,74.0216,61.98577139,NA,NA,1204
3616,Sg_480,75.1264,63.11544118,NA,NA,1225
3617,Sg_480,76.2312,64.21790562,NA,NA,1247
3618,Sg_480,77.336,65.22126485,NA,NA,1268
3619,Sg_480,78.4408,66.46461413,NA,NA,1290
3620,Sg_480,79.5456,67.82876813,NA,NA,1334
3621,Sg_480,80.6504,69.20263832,NA,NA,1356
3622,Sg_480,81.7552,70.30413114,NA,NA,1378
3623,Sg_480,82.86,71.50472916,NA,NA,1421
3624,Sg_480,83.9648,72.70273619,NA,NA,1443
3625,Sg_480,85.0696,73.79645605,NA,NA,1464
3626,Sg_480,86.1744,74.91155154,NA,NA,1486
3627,Sg_480,87.2792,76.0742564,NA,NA,1508
3628,Sg_480,88.384,77.349993,NA,NA,1530
3629,Sg_480,89.4888,78.59010356,NA,NA,1574
3630,Sg_480,90.5936,79.70617067,NA,NA,1596
3631,Sg_480,91.6984,80.8134932,NA,NA,1617
3632,Sg_480,92.8032,82.0046989,NA,NA,1638
3633,Sg_480,93.908,83.19266586,NA,NA,1660
3634,Sg_480,95.0128,84.2721353,NA,NA,1681
3635,Sg_480,96.1176,85.39014565,NA,NA,1702
3636,Sg_480,97.2224,86.6266936,NA,NA,1747
3637,Sg_480,98.3272,87.69644684,NA,NA,1769
3638,Sg_480,99.432,88.86854401,NA,NA,1791
3639,Sg_480,100.5368,89.88744916,NA,NA,1813
3640,Sg_480,101.6416,91.20366992,NA,NA,1835
3641,Sg_480,102.7464,92.50661188,NA,NA,1880
3642,Sg_480,103.8512,93.59385427,NA,NA,1903
3643,Sg_480,104.956,94.68660251,NA,NA,1925
3644,Sg_480,106.0608,95.983067,NA,NA,1947
3645,Sg_480,107.1656,97.2928103,NA,NA,1969
3646,Sg_480,108.2704,98.36353516,NA,NA,1990
3647,Sg_480,109.3752,99.68396627,NA,NA,2034
3648,Sg_480,110.48,100.8171987,NA,NA,2056
3649,Sg_480,111.5848,101.9348851,NA,NA,2077
3650,Sg_480,112.6896,103.1484381,NA,NA,2099
3651,Sg_480,113.7944,104.2784317,NA,NA,2121
3652,Sg_480,114.8992,105.5655039,NA,NA,2164
3653,Sg_480,116.004,106.6145293,NA,NA,2207
3654,Sg_481,3.1281,2.235,NA,NA,26
3655,Sg_481,9.3843,4.696304348,NA,NA,64
3656,Sg_481,15.6405,7.119199085,NA,NA,88
3657,Sg_481,21.8967,9.965352931,NA,NA,125
3658,Sg_481,28.1529,12.66219504,NA,NA,170
3659,Sg_481,34.4091,15.85166872,NA,NA,221
3660,Sg_481,40.6653,19.45595443,NA,NA,284
3661,Sg_481,46.9215,23.02095443,NA,NA,367
3662,Sg_481,53.1777,26.70595443,NA,NA,453
3663,Sg_481,59.4339,30.30399791,NA,NA,519
3664,Sg_481,65.6901,34.22521743,NA,NA,607
3665,Sg_481,71.9463,37.86807457,NA,NA,693
3666,Sg_481,78.2025,41.66007457,NA,NA,780
3667,Sg_481,84.4587,45.26594413,NA,NA,846
3668,Sg_481,90.7149,48.87677747,NA,NA,934
3669,Sg_481,96.9711,52.91360673,NA,NA,1020
3670,Sg_481,103.2273,56.92306619,NA,NA,1105
3671,Sg_481,109.4835,61.2907585,NA,NA,1193
3672,Sg_481,115.7397,65.13233745,NA,NA,1282
3673,Sg_481,121.9959,69.08666177,NA,NA,1368
3674,Sg_482,3.3846,2.88,NA,NA,134
3675,Sg_482,10.1538,6.423428571,NA,NA,244
3676,Sg_482,16.923,9.972857143,NA,NA,389
3677,Sg_482,23.6922,13.62334495,NA,NA,535
3678,Sg_482,30.4614,16.67860811,NA,NA,699
3679,Sg_482,37.2306,19.75360811,NA,NA,880
3680,Sg_482,43.9998,22.79485811,NA,NA,1007
3681,Sg_483,3.5385,1.465714286,NA,NA,40
3682,Sg_483,10.6155,4.128472906,NA,NA,146
3683,Sg_483,17.6925,7.623472906,NA,NA,280
3684,Sg_483,24.7695,11.27698642,NA,NA,379
3685,Sg_483,31.8465,14.96998642,NA,NA,510
3686,Sg_483,38.9235,18.33259512,NA,NA,608
3687,Sg_483,46.0005,21.99402369,NA,NA,705
3688,Sg_484,1.1,1.133232391,NA,NA,8
3689,Sg_484,2.2,2.115539863,NA,NA,16
3690,Sg_484,3.3,3.389980977,NA,NA,24
3691,Sg_484,4.4,5.114929738,NA,NA,40
3692,Sg_484,5.5,6.051571086,NA,NA,48
3693,Sg_484,6.6,7.606486407,NA,NA,64
3694,Sg_484,7.7,8.750730488,NA,NA,71
3695,Sg_484,8.8,10.06889449,NA,NA,79
3696,Sg_484,9.9,11.43434398,NA,NA,87
3697,Sg_484,11,12.8791424,NA,NA,102
3698,Sg_484,12.1,13.66388721,NA,NA,109
3699,Sg_484,13.2,14.85574065,NA,NA,117
3700,Sg_484,14.3,16.48352745,NA,NA,124
3701,Sg_484,15.4,17.87974489,NA,NA,140
3702,Sg_484,16.5,19.17394228,NA,NA,148
3703,Sg_484,17.6,19.90783899,NA,NA,156
3704,Sg_484,18.7,21.59651395,NA,NA,172
3705,Sg_484,19.8,23.04325562,NA,NA,180
3706,Sg_484,20.9,24.38862496,NA,NA,187
3707,Sg_484,22,25.36315948,NA,NA,195
3708,Sg_484,23.1,26.92876262,NA,NA,214
3709,Sg_484,24.2,27.81326038,NA,NA,224
3710,Sg_484,25.3,28.9630103,NA,NA,233
3711,Sg_484,26.4,30.21607578,NA,NA,243
3712,Sg_484,27.5,31.61196935,NA,NA,261
3713,Sg_484,28.6,32.89871765,NA,NA,270
3714,Sg_484,29.7,34.29040087,NA,NA,280
3715,Sg_484,30.8,35.45148636,NA,NA,289
3716,Sg_484,31.9,36.76155353,NA,NA,307
3717,Sg_484,33,37.72216149,NA,NA,316
3718,Sg_484,34.1,38.88292311,NA,NA,325
3719,Sg_484,35.2,40.05825902,NA,NA,334
3720,Sg_484,36.3,41.02566832,NA,NA,344
3721,Sg_484,37.4,42.05720452,NA,NA,353
3722,Sg_484,38.5,42.97829995,NA,NA,362
3723,Sg_484,39.6,44.04481446,NA,NA,372
3724,Sg_484,40.7,45.04266785,NA,NA,381
3725,Sg_484,41.8,46.27273833,NA,NA,391
3726,Sg_484,42.9,47.19448151,NA,NA,400
3727,Sg_484,44,48.13986744,NA,NA,410
3728,Sg_484,45.1,49.03537688,NA,NA,420
3729,Sg_484,46.2,49.86902655,NA,NA,429
3730,Sg_484,47.3,50.57150756,NA,NA,438
3731,Sg_484,48.4,51.2905061,NA,NA,447.5
3732,Sg_484,50.6,53.4322797,NA,NA,457
3733,Sg_484,52.8,55.64206667,NA,NA,487
3734,Sg_484,55,57.7495097,NA,NA,499
3735,Sg_485,1.2561,1.07072486,NA,NA,2
3736,Sg_485,2.5122,2.431640124,NA,NA,4
3737,Sg_485,3.7683,3.62478906,NA,NA,9
3738,Sg_485,5.0244,4.785874548,NA,NA,11
3739,Sg_485,6.2805,5.723487515,NA,NA,13
3740,Sg_485,7.5366,7.051691584,NA,NA,15
3741,Sg_485,8.7927,8.333581782,NA,NA,18
3742,Sg_485,10.0488,9.69287768,NA,NA,22
3743,Sg_485,11.3049,10.94756253,NA,NA,24
3744,Sg_485,12.561,12.4801306,NA,NA,26
3745,Sg_485,13.8171,13.70728622,NA,NA,31
3746,Sg_485,15.0732,14.96812466,NA,NA,33
3747,Sg_485,16.3293,16.3523588,NA,NA,35
3748,Sg_485,17.5854,18.01123742,NA,NA,39
3749,Sg_485,18.8415,19.32324783,NA,NA,42
3750,Sg_485,20.0976,20.7337157,NA,NA,46
3751,Sg_485,21.3537,21.75229697,NA,NA,48
3752,Sg_485,22.6098,23.17928237,NA,NA,50
3753,Sg_485,23.8659,24.53728277,NA,NA,54
3754,Sg_485,25.122,26.24344689,NA,NA,57
3755,Sg_485,26.3781,27.48614843,NA,NA,59
3756,Sg_485,27.6342,28.96527741,NA,NA,63
3757,Sg_485,28.8903,30.516954,NA,NA,68
3758,Sg_485,30.1464,32.04693109,NA,NA,70
3759,Sg_485,31.4025,33.28283129,NA,NA,72
3760,Sg_485,32.6586,34.86462809,NA,NA,76
3761,Sg_485,33.9147,36.27185722,NA,NA,79
3762,Sg_485,35.1708,37.69754713,NA,NA,83
3763,Sg_485,36.4269,39.29877632,NA,NA,85
3764,Sg_485,37.683,40.60009891,NA,NA,90
3765,Sg_485,38.9391,42.05817614,NA,NA,92
3766,Sg_485,40.1952,43.47026337,NA,NA,94
3767,Sg_485,41.4513,44.97044412,NA,NA,98
3768,Sg_485,42.7074,46.53280853,NA,NA,103
3769,Sg_485,43.9635,48.15444173,NA,NA,105
3770,Sg_485,45.2196,49.72457909,NA,NA,109
3771,Sg_485,46.4757,51.48256292,NA,NA,111
3772,Sg_485,47.7318,53.01156839,NA,NA,116
3773,Sg_485,48.9879,54.399689,NA,NA,118
3774,Sg_485,50.244,55.81631046,NA,NA,122
3775,Sg_485,51.5001,57.22613058,NA,NA,124
3776,Sg_485,52.7562,58.81602421,NA,NA,129
3777,Sg_485,54.0123,60.39393453,NA,NA,131
3778,Sg_485,55.2684,61.85816535,NA,NA,135
3779,Sg_485,56.5245,63.60416587,NA,NA,139
3780,Sg_485,57.7806,65.04702106,NA,NA,141
3781,Sg_485,59.0367,66.35190625,NA,NA,144
3782,Sg_485,60.2928,68.03248438,NA,NA,148
3783,Sg_485,61.5489,69.64504914,NA,NA,152
3784,Sg_485,62.805,71.2249027,NA,NA,154
3785,Sg_485,64.0611,72.83390485,NA,NA,158
3786,Sg_485,65.3172,74.35060313,NA,NA,161
3787,Sg_485,66.5733,75.86730141,NA,NA,165
3788,Sg_485,67.8294,77.56310158,NA,NA,169
3789,Sg_485,69.0855,79.0419067,NA,NA,171
3790,Sg_485,70.3416,80.72183708,NA,NA,175
3791,Sg_485,71.5977,82.23626825,NA,NA,177
3792,Sg_485,72.8538,83.78438223,NA,NA,181
3793,Sg_485,74.1099,85.25832925,NA,NA,184
3794,Sg_485,75.366,86.85923457,NA,NA,188
3795,Sg_485,76.6221,88.34646039,NA,NA,190
3796,Sg_485,77.8782,89.79579304,NA,NA,194
3797,Sg_485,79.1343,91.40447131,NA,NA,196
3798,Sg_485,80.3904,92.96456861,NA,NA,200
3799,Sg_485,81.6465,94.4194071,NA,NA,202
3800,Sg_485,82.9026,95.50535401,NA,NA,207
3801,Sg_485,84.1587,96.57154464,NA,NA,209
3802,Sg_485,85.4148,97.77602914,NA,NA,211
3803,Sg_485,86.6709,98.94747857,NA,NA,213
3804,Sg_485,87.927,100.1322068,NA,NA,215
3805,Sg_485,89.1831,101.2495694,NA,NA,217
3806,Sg_485,90.4392,102.6091892,NA,NA,221
3807,Sg_485,91.6953,104.2288791,NA,NA,223
3808,Sg_485,92.9514,105.7653337,NA,NA,228
3809,Sg_485,94.2075,107.3241355,NA,NA,230
3810,Sg_485,95.4636,108.6763062,NA,NA,234
3811,Sg_485,96.7197,110.2480629,NA,NA,236
3812,Sg_485,97.9758,111.8165809,NA,NA,240
3813,Sg_485,99.2319,113.3099603,NA,NA,242
3814,Sg_485,100.488,114.774515,NA,NA,247
3815,Sg_485,101.7441,116.1108159,NA,NA,249
3816,Sg_485,103.0002,117.3593472,NA,NA,251
3817,Sg_485,104.2563,118.7260921,NA,NA,255
3818,Sg_485,105.5124,120.1747771,NA,NA,257
3819,Sg_485,106.7685,121.6940663,NA,NA,261
3820,Sg_485,108.0246,123.2399132,NA,NA,263
3821,Sg_485,109.2807,124.7585547,NA,NA,268
3822,Sg_485,110.5368,126.362051,NA,NA,270
3823,Sg_485,111.7929,127.7958378,NA,NA,274
3824,Sg_485,113.049,129.3731003,NA,NA,276
3825,Sg_485,114.3051,130.5257651,NA,NA,280
3826,Sg_485,115.5612,131.9925869,NA,NA,282
3827,Sg_485,116.8173,133.3071883,NA,NA,284
3828,Sg_485,118.0734,134.6904508,NA,NA,289
3829,Sg_485,119.3295,136.2314396,NA,NA,291
3830,Sg_485,120.5856,137.8744484,NA,NA,295
3831,Sg_485,121.8417,139.4225624,NA,NA,297
3832,Sg_485,123.0978,141.0011205,NA,NA,301
3833,Sg_485,124.3539,142.4297253,NA,NA,303
3834,Sg_485,125.61,143.9156556,NA,NA,308
3835,Sg_485,126.8661,145.4692754,NA,NA,310
3836,Sg_485,128.1222,146.9535864,NA,NA,314
3837,Sg_485,129.3783,148.4090726,NA,NA,316
3838,Sg_485,130.6344,149.8065855,NA,NA,320
3839,Sg_485,131.8905,151.3715409,NA,NA,322
3840,Sg_485,133.1466,152.8500222,NA,NA,326
3841,Sg_485,134.4027,154.1293214,NA,NA,329
3842,Sg_485,135.6588,155.4782533,NA,NA,331
3843,Sg_485,136.9149,157.1462004,NA,NA,335
3844,Sg_485,138.171,158.5518102,NA,NA,339
3845,Sg_485,139.4271,159.7572663,NA,NA,341
3846,Sg_485,140.6832,161.1269262,NA,NA,343
3847,Sg_485,141.9393,162.5509967,NA,NA,347
3848,Sg_485,143.1954,163.9957951,NA,NA,349
3849,Sg_485,144.4515,165.023121,NA,NA,351
3850,Sg_485,145.7076,166.6991649,NA,NA,356
3851,Sg_485,146.9637,168.1750551,NA,NA,358
3852,Sg_485,148.2198,169.7834095,NA,NA,362
3853,Sg_485,149.4759,171.1427054,NA,NA,364
3854,Sg_485,150.732,172.6321984,NA,NA,368
3855,Sg_485,151.9881,173.7809767,NA,NA,370
3856,Sg_485,153.2442,175.2244796,NA,NA,372
3857,Sg_485,154.5003,176.7635251,NA,NA,376
3858,Sg_485,155.7564,178.3994088,NA,NA,379
3859,Sg_485,157.0125,179.8451788,NA,NA,383
3860,Sg_485,158.2686,181.1941108,NA,NA,385
3861,Sg_485,159.5247,182.5958341,NA,NA,389
3862,Sg_485,160.7808,184.034155,NA,NA,391
3863,Sg_485,162.0369,185.5790303,NA,NA,395
3864,Sg_485,163.293,186.8346867,NA,NA,397
3865,Sg_485,164.5491,187.9335886,NA,NA,399
3866,Sg_485,165.8052,189.4075356,NA,NA,401
3867,Sg_485,167.0613,190.7775193,NA,NA,406
3868,Sg_485,168.3174,192.121917,NA,NA,408
3869,Sg_485,169.5735,193.6392631,NA,NA,412
3870,Sg_485,170.8296,195.0176675,NA,NA,414
3871,Sg_485,172.0857,196.3899183,NA,NA,416
3872,Sg_485,173.3418,197.9373845,NA,NA,420
3873,Sg_485,174.5979,199.3633983,NA,NA,422
3874,Sg_485,175.854,200.8648746,NA,NA,427
3875,Sg_485,177.1101,202.3258666,NA,NA,429
3876,Sg_485,178.3662,203.6255699,NA,NA,433
3877,Sg_485,179.6223,204.9456771,NA,NA,435
3878,Sg_485,180.8784,206.3924188,NA,NA,437
3879,Sg_485,182.1345,207.6445126,NA,NA,441
3880,Sg_485,183.3906,209.0468837,NA,NA,443
3881,Sg_485,184.6467,210.2374416,NA,NA,445
3882,Sg_485,185.9028,211.4762567,NA,NA,447
3883,Sg_485,187.1589,212.9346578,NA,NA,451
3884,Sg_485,188.415,214.3490121,NA,NA,453
3885,Sg_485,189.6711,215.8294366,NA,NA,457
3886,Sg_485,190.9272,217.3992501,NA,NA,459
3887,Sg_485,192.1833,218.8032405,NA,NA,463
3888,Sg_485,193.4394,220.4514313,NA,NA,465
3889,Sg_485,194.6955,221.9182531,NA,NA,469
3890,Sg_485,195.9516,223.5515458,NA,NA,473
3891,Sg_485,197.2077,224.8502774,NA,NA,475
3892,Sg_485,198.4638,226.1503045,NA,NA,477
3893,Sg_485,199.7199,227.5073332,NA,NA,481
3894,Sg_485,200.976,228.8426625,NA,NA,483
3895,Sg_485,202.2321,230.0228565,NA,NA,485
3896,Sg_485,203.4882,231.4977752,NA,NA,487
3897,Sg_485,204.7443,232.7851712,NA,NA,491
3898,Sg_485,206.0004,234.0929713,NA,NA,493
3899,Sg_486,4.5201,3.640833333,NA,NA,65
3900,Sg_486,13.5603,7.795151515,NA,NA,128
3901,Sg_486,22.6005,12.19315152,NA,NA,189
3902,Sg_486,31.6407,15.09694462,NA,NA,235
3903,Sg_486,40.6809,19.58904988,NA,NA,459
3904,Sg_486,49.7211,24.15289604,NA,NA,657
3905,Sg_486,58.7613,28.64089604,NA,NA,909
3906,Sg_486,67.8015,33.00139604,NA,NA,1114
3907,Sg_486,76.8417,37.29558208,NA,NA,1321
3908,Sg_486,85.8819,41.49485037,NA,NA,1527
3909,Sg_486,94.9221,45.71285037,NA,NA,1779
3910,Sg_486,103.9623,49.51868371,NA,NA,1981
3911,Sg_486,113.0025,53.63815739,NA,NA,2134
3912,Sg_487,3.8388,3.400344828,NA,NA,14
3913,Sg_487,11.5164,7.632109533,NA,NA,37
3914,Sg_487,19.194,11.56842532,NA,NA,56
3915,Sg_487,26.8716,15.65460179,NA,NA,74
3916,Sg_487,34.5492,19.62919639,NA,NA,93
3917,Sg_487,42.2268,23.5082873,NA,NA,111
3918,Sg_487,49.9044,27.4457873,NA,NA,124
3919,Sg_487,57.582,31.44607301,NA,NA,142
3920,Sg_487,65.2596,35.30607301,NA,NA,161
3921,Sg_487,72.9372,39.16857301,NA,NA,180
3922,Sg_487,80.6148,43.12482301,NA,NA,198
3923,Sg_487,88.2924,46.40903354,NA,NA,212
3924,Sg_487,95.97,49.80785707,NA,NA,230
3925,Sg_487,103.6476,53.46035707,NA,NA,245
3926,Sg_487,111.3252,57.32004457,NA,NA,266
3927,Sg_487,119.0028,61.67927534,NA,NA,286
3928,Sg_488,4.1379,3.9646875,NA,NA,8
3929,Sg_488,12.4137,8.075498311,NA,NA,16
3930,Sg_488,20.6895,12.30131226,NA,NA,24
3931,Sg_488,28.9653,16.88359798,NA,NA,34
3932,Sg_488,37.2411,21.09282875,NA,NA,42
3933,Sg_488,45.5169,25.42782875,NA,NA,50
3934,Sg_488,53.7927,29.66449541,NA,NA,60
3935,Sg_488,62.0685,33.94849541,NA,NA,67
3936,Sg_488,70.3443,38.08649541,NA,NA,75
3937,Sg_488,78.6201,42.48433325,NA,NA,83
3938,Sg_488,86.8959,46.51183325,NA,NA,93
3939,Sg_488,95.1717,50.63427228,NA,NA,101
3940,Sg_488,103.4475,55.00655799,NA,NA,109
3941,Sg_488,111.7233,59.34732722,NA,NA,116
3942,Sg_488,119.9991,63.59232722,NA,NA,124
3943,Sg_489,1.125,1.098254084,NA,NA,NA
3944,Sg_489,2.25,2.509693569,NA,NA,NA
3945,Sg_489,3.375,3.987850938,NA,NA,NA
3946,Sg_489,4.5,5.507787952,NA,NA,NA
3947,Sg_489,5.625,7.130392776,NA,NA,NA
3948,Sg_489,6.75,8.464750436,NA,NA,NA
3949,Sg_489,7.875,9.756680704,NA,NA,NA
3950,Sg_489,9,10.95663098,NA,NA,NA
3951,Sg_489,10.125,12.37746279,NA,NA,NA
3952,Sg_489,11.25,13.87278544,NA,NA,NA
3953,Sg_489,12.375,15.19548366,NA,NA,NA
3954,Sg_489,13.5,16.5615809,NA,NA,NA
3955,Sg_489,14.625,17.97917397,NA,NA,NA
3956,Sg_489,15.75,19.40227289,NA,NA,NA
3957,Sg_489,16.875,20.65695774,NA,NA,NA
3958,Sg_489,18,22.02046399,NA,NA,NA
3959,Sg_489,19.125,23.52517896,NA,NA,NA
3960,Sg_489,20.25,24.96447155,NA,NA,NA
3961,Sg_489,21.375,26.67776087,NA,NA,NA
3962,Sg_489,22.5,28.28417204,NA,NA,NA
3963,Sg_489,23.625,29.92102728,NA,NA,NA
3964,Sg_489,24.75,31.6816021,NA,NA,NA
3965,Sg_489,25.875,32.99328863,NA,NA,NA
3966,Sg_489,27,34.48763966,NA,NA,NA
3967,Sg_489,28.125,35.96320604,NA,NA,NA
3968,Sg_489,29.25,37.51423489,NA,NA,NA
3969,Sg_489,30.375,39.14072619,NA,NA,NA
3970,Sg_489,31.5,40.4151673,NA,NA,NA
3971,Sg_489,32.625,41.96587227,NA,NA,NA
3972,Sg_489,33.75,43.59560231,NA,NA,NA
3973,Sg_489,34.875,45.17966622,NA,NA,NA
3974,Sg_489,36,46.8246183,NA,NA,NA
3975,Sg_489,37.125,48.87570739,NA,NA,NA
3976,Sg_489,38.25,50.34673955,NA,NA,NA
3977,Sg_489,39.375,51.80611227,NA,NA,NA
3978,Sg_489,40.5,53.38272709,NA,NA,NA
3979,Sg_489,41.625,54.67012314,NA,NA,NA
3980,Sg_489,42.75,56.41126556,NA,NA,NA
3981,Sg_489,43.875,57.76181688,NA,NA,NA
3982,Sg_489,45,59.22637157,NA,NA,NA
3983,Sg_489,46.125,60.8538345,NA,NA,NA
3984,Sg_489,47.25,62.37927736,NA,NA,NA
3985,Sg_489,48.375,63.85322437,NA,NA,NA
3986,Sg_489,49.5,65.32393266,NA,NA,NA
3987,Sg_489,50.625,66.89925199,NA,NA,NA
3988,Sg_489,51.75,68.37060802,NA,NA,NA
3989,Sg_489,52.875,69.78301913,NA,NA,NA
3990,Sg_489,54,71.4522617,NA,NA,NA
3991,Sg_489,55.125,73.02855265,NA,NA,NA
3992,Sg_489,56.25,74.69909071,NA,NA,NA
3993,Sg_489,57.375,76.07458027,NA,NA,NA
3994,Sg_489,58.5,77.78106826,NA,NA,NA
3995,Sg_489,59.625,79.4541973,NA,NA,NA
3996,Sg_489,60.75,80.71374025,NA,NA,NA
3997,Sg_489,61.875,82.57827837,NA,NA,NA
3998,Sg_489,63,84.29091995,NA,NA,NA
3999,Sg_489,64.125,85.94623596,NA,NA,NA
4000,Sg_489,65.25,87.39848348,NA,NA,NA
